,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2016-03-17-seton-hall,50.0,12,4.9,2,71.2,76.6,36,0.482,56,0.429,24,0.375,21,0.667,14,7,200,93.2,34.4,11,19,68,11,9.6,7,0.304,17,0.353,6,59.5,47,0.515,22.6,19,39,0.462,18,0.794,27,"March 17, 2016",40.0,8,2.6,1,93.2,65.6,21,0.355,62,0.323,20,0.339,21,0.381,8,9,200,71.2,23.4,11,20,52,6,15.1,11,0.339,21,0.19,4,40.5,32,0.361,13.4,11,41,0.39,16,0.735,25,Midwest - First Round,SETON-HALL,Seton Hall,73.0,Away,GONZAGA,Gonzaga
2017-03-17-creighton,42.3,11,7.1,3,98.6,75.0,30,0.483,58,0.448,26,0.534,31,0.903,28,9,200,115.1,24.2,8,16,84,11,11.0,8,0.362,21,0.19,4,52.1,38,0.578,8.9,7,37,0.595,22,0.735,25,"March 17, 2017",42.3,11,8.1,3,115.1,75.8,25,0.454,65,0.4,26,0.292,19,0.684,13,10,200,98.6,25.0,10,20,72,6,2.7,2,0.354,23,0.304,7,47.9,35,0.486,13.0,11,42,0.452,19,0.714,25,"Golden 1 Center, Sacramento, California",CREIGHTON,Creighton,73.4,Away,RHODE-ISLAND,Rhode Island
2017-03-17-south-carolina,48.0,12,6.8,3,127.4,65.6,21,0.565,54,0.463,25,0.259,14,0.857,12,13,200,100.0,17.9,5,20,73,10,4.1,3,0.519,28,0.393,11,43.3,26,0.602,22.0,17,26,0.538,14,0.594,19,"March 17, 2017",47.2,17,7.7,2,100.0,82.1,23,0.588,68,0.529,36,0.279,19,0.684,13,10,200,127.4,34.4,11,13,93,7,15.1,11,0.353,24,0.333,8,56.7,34,0.604,9.5,8,44,0.636,28,0.697,23,"Bon Secours Wellness Arena, Greenville, South Carolina",MARQUETTE,Marquette,73.3,Home,SOUTH-CAROLINA,South Carolina
2017-03-17-arkansas,42.3,11,5.8,3,104.1,79.3,23,0.42,69,0.377,26,0.304,21,0.619,13,12,200,95.9,44.2,19,18,71,9,8.1,6,0.246,17,0.353,6,58.3,42,0.45,16.1,15,52,0.385,20,0.636,21,"March 17, 2017",42.9,12,13.5,7,95.9,55.8,24,0.5,59,0.475,28,0.39,23,0.783,18,9,200,104.1,20.7,6,20,77,8,16.2,12,0.119,7,0.429,3,41.7,30,0.551,11.5,9,52,0.481,25,0.743,26,"Bon Secours Wellness Arena, Greenville, South Carolina",SETON-HALL,Seton Hall,74.0,Home,ARKANSAS,Arkansas
2018-03-16-18-creighton,52.2,12,14.7,5,85.5,65.0,26,0.55,50,0.46,23,0.5,25,0.56,14,11,200,100.0,15.6,5,11,69,9,8.7,6,0.38,19,0.474,9,43.1,31,0.558,15.3,11,31,0.452,14,0.676,23,"March 16, 2018",52.2,12,9.7,3,100.0,84.4,27,0.404,68,0.338,23,0.074,5,0.8,4,12,200,85.5,35.0,14,21,59,8,8.7,6,0.5,34,0.265,9,56.9,41,0.419,15.6,13,34,0.412,14,0.636,21,"Spectrum Center, Charlotte, North Carolina",CREIGHTON,Creighton,68.6,Away,KANSAS-STATE,Kansas State
2018-03-16-12-texas-am,63.0,17,0.0,0,105.8,66.7,18,0.484,62,0.435,27,0.194,12,0.75,9,14,200,100.0,8.8,3,23,69,10,7.2,5,0.323,20,0.3,6,34.4,21,0.51,5.6,4,42,0.5,21,0.6,21,"March 16, 2018",50.0,13,19.0,8,100.0,91.2,31,0.558,52,0.5,26,0.5,26,0.577,15,12,200,105.8,33.3,9,13,73,7,2.9,2,0.308,16,0.375,6,65.6,40,0.567,17.0,13,36,0.556,20,0.636,21,"Spectrum Center, Charlotte, North Carolina",PROVIDENCE,Providence,68.5,Home,TEXAS-AM,Texas A&M
2019-03-21-16-marquette,76.7,23,11.6,5,85.3,69.6,32,0.616,56,0.536,30,0.429,24,0.583,14,4,200,110.7,24.2,8,14,83,12,8.0,6,0.321,18,0.5,9,50.6,40,0.616,15.3,12,38,0.553,21,0.875,28,"March 21, 2019",25.0,6,13.2,5,110.7,75.8,25,0.378,74,0.324,24,0.162,12,0.667,8,10,200,85.3,30.4,14,20,64,5,12.0,9,0.419,31,0.258,8,49.4,39,0.402,13.1,12,43,0.372,16,0.706,24,"XL Center, Hartford, Connecticut",MARQUETTE,Marquette,74.6,Away,MURRAY-STATE,Murray State
2019-03-21-21-wofford,48.0,12,11.5,3,120.0,77.8,21,0.476,62,0.403,25,0.242,15,0.6,9,14,200,97.1,33.3,10,19,68,10,5.7,4,0.435,27,0.333,9,54.4,31,0.492,15.9,13,35,0.457,16,0.588,20,"March 21, 2019",42.3,11,11.4,4,97.1,66.7,20,0.602,54,0.481,26,0.426,23,0.826,19,4,200,120.0,22.2,6,14,84,7,4.3,3,0.519,28,0.464,13,45.6,26,0.647,12.3,9,26,0.5,13,0.882,30,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",SETON-HALL,Seton Hall,70.0,Home,WOFFORD,Wofford
2015-03-19-eastern-washington,40.0,10,8.3,3,105.7,73.5,25,0.635,48,0.521,25,0.667,32,0.719,23,10,200,120.0,32.0,8,18,84,4,7.1,5,0.479,23,0.478,11,55.9,33,0.665,18.4,14,25,0.56,14,0.688,22,"March 19, 2015",23.1,6,8.0,2,120.0,68.0,17,0.477,64,0.406,26,0.234,15,0.867,13,9,200,105.7,26.5,9,21,74,13,4.3,3,0.438,28,0.321,9,44.1,26,0.52,11.3,9,36,0.472,17,0.743,26,"Moda Center, Portland, Oregon",EASTERN-WASHINGTON,Eastern Washington,70.2,Away,GEORGETOWN,Georgetown
2016-03-18-xavier,40.9,9,4.2,2,107.6,60.7,17,0.421,57,0.386,22,0.193,11,0.455,5,9,200,80.3,21.1,8,14,53,15,12.1,8,0.368,21,0.19,4,37.9,25,0.426,15.1,11,36,0.5,18,0.743,26,"March 18, 2016",46.7,14,5.6,2,80.3,78.9,30,0.54,62,0.484,30,0.065,4,1.0,4,5,200,107.6,39.3,11,16,71,2,6.1,4,0.226,14,0.5,7,62.1,41,0.556,16.9,13,48,0.479,23,0.848,28,"Scottrade Center, St. Louis, Missouri",WEBER-STATE,Weber State,65.6,Home,XAVIER,Xavier
2017-03-16-arizona,56.3,18,3.9,2,133.3,73.1,19,0.536,69,0.464,32,0.232,16,0.5,8,10,200,109.3,17.9,7,23,82,15,8.0,6,0.319,22,0.455,10,40.0,26,0.535,7.3,6,47,0.468,22,0.688,22,"March 16, 2017",38.9,14,6.4,3,109.3,82.1,32,0.613,62,0.581,36,0.452,28,0.857,24,4,200,133.3,26.9,7,18,100,2,4.0,3,0.177,11,0.364,4,60.0,39,0.664,8.6,7,51,0.627,32,0.886,31,"Vivint Smart Home Arena, Salt Lake City, Utah",NORTH-DAKOTA,North Dakota,75.5,Home,ARIZONA,Arizona
2018-03-15-21-michigan,38.9,7,6.5,2,93.8,83.3,25,0.348,56,0.321,18,0.196,11,0.727,8,8,200,72.3,21.1,8,21,47,14,10.8,7,0.268,15,0.2,3,48.5,33,0.384,16.5,12,41,0.366,15,0.765,26,"March 15, 2018",52.4,11,7.3,3,72.3,78.9,30,0.5,47,0.447,21,0.468,22,0.636,14,7,200,93.8,16.7,5,14,61,3,6.2,4,0.34,16,0.313,5,51.5,35,0.531,18.7,13,31,0.516,16,0.806,29,"Intrust Bank Arena, Wichita, Kansas",MONTANA,Montana,65.3,Home,MICHIGAN,Michigan
2019-03-21-21-michigan,50.0,10,8.8,3,107.2,79.2,19,0.383,60,0.333,20,0.217,13,0.692,9,9,200,79.7,17.5,7,19,55,15,11.6,8,0.4,24,0.25,6,40.6,26,0.416,13.2,10,36,0.389,14,0.743,26,"March 21, 2019",60.0,15,2.8,1,79.7,82.5,33,0.539,51,0.49,25,0.471,24,0.792,19,6,200,107.2,20.8,5,14,74,2,8.7,6,0.333,17,0.294,5,59.4,38,0.593,15.2,11,34,0.588,20,0.829,29,"Wells Fargo Arena, Des Moines, Iowa",MONTANA,Montana,68.8,Home,MICHIGAN,Michigan
2015-03-20-coastal-carolina,42.4,14,2.2,1,114.3,75.9,22,0.631,61,0.541,33,0.197,12,0.75,9,3,200,136.5,41.4,12,11,86,1,7.9,5,0.443,27,0.407,11,58.6,34,0.645,12.0,9,34,0.647,22,0.914,32,"March 20, 2015",32.1,9,2.9,1,136.5,58.6,17,0.543,58,0.483,28,0.19,11,0.818,9,10,200,114.3,24.1,7,14,72,16,12.7,8,0.207,12,0.583,7,41.4,24,0.569,8.7,6,46,0.457,21,0.706,24,"CenturyLink Center, Omaha, Nebraska",COASTAL-CAROLINA,Coastal Carolina,63.0,Away,WISCONSIN,Wisconsin
2016-03-18-villanova,52.4,11,6.9,2,128.4,75.0,18,0.412,57,0.368,21,0.228,13,0.692,9,12,200,83.6,24.2,8,12,56,15,7.5,5,0.298,17,0.294,5,45.6,26,0.443,17.2,13,40,0.4,16,0.647,22,"March 18, 2016",63.6,21,12.5,5,83.6,75.8,25,0.693,57,0.579,33,0.193,11,0.636,7,5,200,128.4,25.0,6,10,86,2,11.9,8,0.491,28,0.464,13,54.4,31,0.691,13.9,10,29,0.69,20,0.857,30,"Barclays Center, Brooklyn, New York",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,67.2,Home,VILLANOVA,Villanova
2017-03-16-butler,48.0,12,3.3,1,105.6,81.5,22,0.476,62,0.403,25,0.161,10,0.5,5,7,200,88.9,5.6,2,22,64,13,8.3,6,0.403,25,0.36,9,38.1,24,0.479,10.8,8,37,0.432,16,0.788,26,"March 16, 2017",62.5,15,16.2,6,88.9,94.4,34,0.571,49,0.49,24,0.612,30,0.667,20,8,200,105.6,18.5,5,15,76,4,5.6,4,0.388,19,0.421,8,61.9,39,0.601,16.2,12,30,0.533,16,0.75,24,"BMO Harris Bradley Center, Milwaukee, Wisconsin",WINTHROP,Winthrop,71.5,Home,BUTLER,Butler
2018-03-13-18-radford,68.4,13,0.0,0,100.0,76.5,26,0.45,50,0.38,19,0.46,23,0.696,16,17,200,85.9,12.9,4,19,61,16,4.2,3,0.52,26,0.269,7,46.2,30,0.501,20.0,15,24,0.5,12,0.514,18,"March 13, 2018",60.7,17,8.3,2,85.9,87.1,27,0.525,59,0.475,28,0.22,13,0.692,9,12,200,100.0,23.5,8,23,71,16,8.5,6,0.288,17,0.353,6,53.8,35,0.545,16.7,13,42,0.524,22,0.657,23,"University of Dayton Arena, Dayton, Ohio",LONG-ISLAND-UNIVERSITY,LIU,71.1,Home,RADFORD,Radford
2018-03-15-18-villanova,50.0,10,12.0,3,131.8,72.7,16,0.407,59,0.339,20,0.271,16,0.813,13,13,200,92.4,35.9,14,17,61,16,9.1,6,0.407,24,0.333,8,49.2,30,0.458,16.4,13,35,0.343,12,0.639,23,"March 15, 2018",64.5,20,14.3,5,92.4,64.1,25,0.731,52,0.596,31,0.269,14,0.786,11,4,200,131.8,27.3,6,16,87,1,10.6,7,0.519,27,0.519,14,50.8,31,0.742,18.3,13,25,0.68,17,0.886,31,"CONSOL Energy Center, Pittsburgh, Pennsylvania",RADFORD,Radford,65.6,Home,VILLANOVA,Villanova
2019-03-22-15-virginia,45.5,10,6.5,2,109.2,57.7,15,0.53,50,0.44,22,0.08,4,0.75,3,12,200,86.2,12.0,3,16,56,16,7.7,5,0.46,23,0.391,9,35.3,18,0.539,23.6,16,27,0.481,13,0.657,23,"March 22, 2019",42.9,12,11.1,3,86.2,88.0,22,0.583,54,0.519,28,0.241,13,0.615,8,3,200,109.2,42.3,11,9,71,1,15.4,10,0.426,23,0.304,7,64.7,33,0.59,20.1,15,31,0.677,21,0.909,30,"The Colonial Life Arena, Columbia, South Carolina",GARDNER-WEBB,Gardner-Webb,64.5,Home,VIRGINIA,Virginia
2015-03-20-california-irvine,39.1,9,5.3,2,94.8,62.5,15,0.464,55,0.418,23,0.109,6,1.0,6,8,200,98.3,33.3,9,11,57,4,6.9,4,0.273,15,0.333,5,47.1,24,0.493,13.5,9,40,0.45,18,0.758,25,"March 20, 2015",41.7,10,5.0,2,98.3,66.7,18,0.51,52,0.462,24,0.038,2,1.0,2,13,200,94.8,37.5,9,10,55,13,8.6,5,0.269,14,0.357,5,52.9,27,0.519,20.9,14,38,0.5,19,0.618,21,"KeyArena, Seattle, Washington",CALIFORNIA-IRVINE,UC-Irvine,57.9,Away,LOUISVILLE,Louisville
2017-03-15-north-carolina-central,63.6,14,2.4,1,86.3,85.0,34,0.51,48,0.458,22,0.458,22,0.818,18,12,200,91.8,23.1,6,13,67,16,5.5,4,0.333,16,0.313,5,60.6,40,0.573,23.8,18,32,0.531,17,0.657,23,"March 15, 2017",58.3,14,0.0,0,91.8,76.9,20,0.396,67,0.358,24,0.194,13,0.769,10,9,200,86.3,15.0,6,15,63,16,13.7,10,0.388,26,0.192,5,39.4,26,0.43,11.0,9,41,0.463,19,0.735,25,"University of Dayton Arena, Dayton, Ohio",NORTH-CAROLINA-CENTRAL,North Carolina Central,73.3,Away,CALIFORNIA-DAVIS,UC-Davis
2017-03-17-kansas,33.3,7,5.1,2,131.6,60.7,17,0.371,62,0.339,21,0.29,18,0.889,16,13,200,81.6,19.5,8,18,62,16,6.6,5,0.323,20,0.2,4,36.2,25,0.439,16.7,14,42,0.405,17,0.639,23,"March 17, 2017",52.8,19,14.3,6,81.6,80.5,33,0.648,64,0.563,36,0.313,20,0.85,17,4,200,131.6,39.3,11,17,100,1,7.9,6,0.391,25,0.44,11,63.8,44,0.68,14.2,12,39,0.641,25,0.879,29,"BOK Center, Tulsa, Oklahoma",CALIFORNIA-DAVIS,UC-Davis,75.5,Home,KANSAS,Kansas
2018-03-16-12-purdue,38.9,7,13.5,5,102.8,74.3,26,0.4,50,0.36,18,0.32,16,0.5,8,12,200,66.7,5.9,2,24,48,15,4.2,3,0.36,18,0.222,4,40.6,28,0.417,21.9,16,32,0.438,14,0.625,20,"March 16, 2018",43.5,10,12.5,4,66.7,94.1,32,0.466,59,0.39,23,0.458,27,0.704,19,6,200,102.8,25.7,9,18,74,2,6.9,5,0.373,22,0.409,9,59.4,41,0.515,11.3,9,37,0.378,14,0.829,29,"Little Caesars Arena, Detroit, Michigan",CAL-STATE-FULLERTON,Cal State Fullerton,71.7,Home,PURDUE,Purdue
2015-03-19-northeastern,70.4,19,9.1,4,104.8,53.8,14,0.596,47,0.574,27,0.383,18,0.722,13,5,200,111.3,10.0,2,13,69,3,14.5,9,0.128,6,0.333,2,34.8,16,0.621,11.3,7,41,0.61,25,0.857,30,"March 19, 2015",55.6,15,0.0,0,111.3,90.0,18,0.518,55,0.491,27,0.182,10,0.8,8,12,200,104.8,46.2,12,12,65,14,3.2,2,0.2,11,0.273,3,65.2,30,0.544,21.2,16,44,0.545,24,0.657,23,"CONSOL Energy Center, Pittsburgh, Pennsylvania",NORTHEASTERN,Northeastern,62.2,Away,NOTRE-DAME,Notre Dame
2016-03-17-duke,33.3,10,7.7,3,124.0,62.5,20,0.522,68,0.441,30,0.279,19,0.737,14,8,200,113.3,24.3,9,33,85,13,6.7,5,0.382,26,0.423,11,42.0,29,0.552,10.5,9,42,0.452,19,0.758,25,"March 17, 2016",37.9,11,19.0,8,113.3,75.7,28,0.574,54,0.537,29,0.796,43,0.721,31,10,200,124.0,37.5,12,18,93,4,5.3,4,0.278,15,0.267,4,58.0,40,0.625,12.1,10,39,0.641,25,0.706,24,"Dunkin' Donuts Center, Providence, Rhode Island",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,74.7,Home,DUKE,Duke
2017-03-16-virginia,60.0,15,5.7,2,115.2,86.7,26,0.492,61,0.41,25,0.279,17,0.647,11,6,200,107.6,37.1,13,20,71,12,6.1,4,0.426,26,0.385,10,60.0,39,0.514,11.6,9,35,0.429,15,0.829,29,"March 16, 2017",34.6,9,14.3,5,107.6,62.9,22,0.567,52,0.5,26,0.481,25,0.68,17,10,200,115.2,13.3,4,19,76,5,7.6,5,0.327,17,0.412,7,40.0,26,0.595,11.3,8,35,0.543,19,0.697,23,"Amway Center, Orlando, Florida",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,66.5,Home,VIRGINIA,Virginia
2018-03-16-19-auburn,43.5,10,0.0,0,83.8,75.6,31,0.5,51,0.451,23,0.275,14,0.5,7,8,200,78.4,17.9,5,23,58,13,8.1,6,0.431,22,0.227,5,52.2,36,0.503,26.9,21,29,0.621,18,0.765,26,"March 16, 2018",47.6,10,13.8,4,78.4,82.1,23,0.398,59,0.356,21,0.542,32,0.469,15,7,200,83.8,24.4,10,18,62,4,13.5,10,0.407,24,0.208,5,47.8,33,0.418,13.1,11,35,0.457,16,0.788,26,"Viejas Arena, San Diego, California",COLLEGE-OF-CHARLESTON,College of Charleston,74.4,Home,AUBURN,Auburn
2019-03-21-16-kansas,43.8,7,7.7,3,127.9,65.4,17,0.333,57,0.281,16,0.351,20,0.75,15,11,200,77.9,17.5,7,12,53,13,11.8,8,0.491,28,0.214,6,36.4,24,0.398,9.6,7,29,0.345,10,0.676,23,"March 21, 2019",35.3,12,13.8,4,77.9,82.5,33,0.623,61,0.557,34,0.197,12,0.917,11,9,200,127.9,34.6,9,19,87,4,8.8,6,0.361,22,0.364,8,63.6,42,0.652,15.3,12,39,0.667,26,0.743,26,"Vivint Smart Home Arena, Salt Lake City, Utah",NORTHEASTERN,Northeastern,68.1,Home,KANSAS,Kansas
2019-03-21-21-purdue,22.2,4,21.7,5,88.4,88.5,23,0.313,67,0.269,18,0.09,6,1.0,6,9,200,69.6,26.3,10,20,48,14,10.1,7,0.373,25,0.24,6,51.6,33,0.344,10.3,8,42,0.286,12,0.743,26,"March 21, 2019",60.0,12,4.8,2,69.6,73.7,28,0.462,53,0.377,20,0.34,18,0.667,12,9,200,88.4,11.5,3,12,61,3,5.8,4,0.566,30,0.3,9,48.4,31,0.496,15.3,11,23,0.478,11,0.727,24,"XL Center, Hartford, Connecticut",OLD-DOMINION,Old Dominion,68.7,Home,PURDUE,Purdue
2015-03-20-maryland,60.0,12,5.3,1,104.8,85.7,18,0.464,56,0.357,20,0.321,18,0.556,10,6,200,100.0,25.0,9,19,62,13,8.1,5,0.482,27,0.444,12,47.4,27,0.48,12.3,9,29,0.276,8,0.824,28,"March 20, 2015",47.4,9,17.2,5,100.0,75.0,27,0.588,40,0.475,19,0.6,24,0.75,18,6,200,104.8,14.3,3,19,65,4,8.1,5,0.525,21,0.429,9,52.6,30,0.632,17.9,11,19,0.526,10,0.824,28,"Nationwide Arena, Columbus, Ohio",VALPARAISO,Valparaiso,62.0,Home,MARYLAND,Maryland
2016-03-18-texas-am,66.7,14,13.2,5,113.6,60.7,17,0.455,56,0.375,21,0.411,23,0.609,14,13,200,80.2,10.0,3,23,65,14,17.3,14,0.482,27,0.333,9,34.5,20,0.486,21.4,18,29,0.414,12,0.639,23,"March 18, 2016",53.1,17,3.4,1,80.2,90.0,27,0.623,57,0.561,32,0.491,28,0.75,21,8,200,113.6,39.3,11,19,92,3,16.0,13,0.333,19,0.368,7,65.5,38,0.654,22.4,20,38,0.658,25,0.771,27,West - First Round,GREEN-BAY,Green Bay,80.6,Home,TEXAS-AM,Texas A&M
2017-03-17-kentucky,42.3,11,6.8,3,103.9,74.3,26,0.411,73,0.356,26,0.151,11,0.909,10,11,200,92.1,23.8,10,22,70,15,7.9,6,0.438,32,0.25,8,46.8,36,0.447,9.3,8,41,0.439,18,0.686,24,"March 17, 2017",44.4,12,22.0,9,92.1,76.2,32,0.467,61,0.443,27,0.459,28,0.786,22,5,200,103.9,25.7,9,15,79,2,6.6,5,0.279,17,0.176,3,53.2,41,0.532,13.0,11,44,0.545,24,0.857,30,"Bankers Life Fieldhouse, Indianapolis, Indiana",NORTHERN-KENTUCKY,Northern Kentucky,76.3,Home,KENTUCKY,Kentucky
2018-03-15-12-tennessee,47.4,9,4.8,2,109.0,61.8,21,0.35,60,0.317,19,0.15,9,0.556,5,10,200,70.1,21.1,8,17,47,14,7.5,5,0.35,21,0.19,4,40.3,29,0.366,15.8,12,39,0.385,15,0.714,25,"March 15, 2018",48.1,13,15.4,6,70.1,78.9,30,0.492,60,0.45,27,0.267,16,0.875,14,8,200,109.0,38.2,13,17,73,3,9.0,6,0.3,18,0.278,5,59.7,43,0.54,15.2,12,42,0.524,22,0.765,26,"American Airlines Center, Dallas, Texas",WRIGHT-STATE,Wright State,67.4,Home,TENNESSEE,Tennessee
2019-03-22-13-texas-tech,47.8,11,8.3,3,100.0,92.9,26,0.411,62,0.371,23,0.129,8,0.75,6,9,200,79.2,18.2,6,17,57,14,8.3,6,0.355,22,0.227,5,52.5,32,0.433,18.6,15,40,0.45,18,0.743,26,"March 22, 2019",64.3,18,20.0,8,79.2,81.8,27,0.585,53,0.528,28,0.321,17,0.588,10,6,200,100.0,7.1,2,9,72,3,9.7,7,0.321,17,0.353,6,47.5,29,0.589,15.4,11,36,0.611,22,0.818,27,"BOK Center, Tulsa, Oklahoma",NORTHERN-KENTUCKY,Northern Kentucky,72.4,Home,TEXAS-TECH,Texas Tech
2015-03-19-harvard,51.9,14,4.8,2,106.6,69.7,23,0.602,49,0.551,27,0.265,13,0.615,8,11,200,109.8,44.0,11,18,67,4,3.3,2,0.143,7,0.714,5,58.6,34,0.607,23.7,17,42,0.524,22,0.694,25,"March 19, 2015",42.9,9,4.8,2,109.8,56.0,14,0.427,55,0.382,21,0.364,20,0.9,18,8,200,106.6,30.3,10,16,65,13,14.8,9,0.236,13,0.385,5,41.4,24,0.504,9.9,7,42,0.381,16,0.733,22,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",HARVARD,Harvard,61.3,Away,NORTH-CAROLINA,UNC
2017-03-16-notre-dame,59.1,13,9.8,4,98.4,78.1,25,0.456,57,0.386,22,0.105,6,1.0,6,7,200,95.1,21.2,7,14,58,12,3.3,2,0.544,31,0.258,8,49.2,32,0.485,11.8,8,26,0.538,14,0.767,23,"March 16, 2017",47.6,10,11.5,3,95.1,78.8,26,0.442,52,0.404,21,0.404,21,0.667,14,9,200,98.4,21.9,7,9,60,5,6.6,4,0.212,11,0.364,4,50.8,33,0.484,8.9,6,41,0.415,17,0.743,26,"KeyBank Center, Buffalo, New York",PRINCETON,Princeton,60.9,Home,NOTRE-DAME,Notre Dame
2018-03-15-14-kansas,72.7,16,4.5,2,108.6,80.6,25,0.491,56,0.393,22,0.25,14,0.357,5,9,200,85.7,13.5,5,13,60,16,5.7,4,0.518,29,0.379,11,44.1,30,0.479,15.0,11,27,0.407,11,0.727,24,"March 15, 2018",40.7,11,22.2,6,85.7,86.5,32,0.5,61,0.443,27,0.279,17,0.882,15,7,200,108.6,19.4,6,14,76,1,11.4,8,0.279,17,0.412,7,55.9,38,0.55,10.5,8,44,0.455,20,0.8,28,"Intrust Bank Arena, Wichita, Kansas",PENNSYLVANIA,Penn,69.9,Home,KANSAS,Kansas
2019-03-21-12-louisiana-state,29.6,8,11.4,5,102.6,72.7,24,0.431,72,0.375,27,0.208,15,0.8,12,8,200,96.1,23.3,10,16,74,14,6.5,5,0.514,37,0.216,8,44.7,34,0.468,10.3,9,35,0.543,19,0.733,22,"March 21, 2019",42.9,12,17.1,6,96.1,76.7,33,0.492,61,0.459,28,0.459,28,0.679,19,6,200,102.6,27.3,9,11,79,3,9.1,7,0.279,17,0.235,4,55.3,42,0.532,12.0,10,44,0.545,24,0.818,27,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",YALE,Yale,76.7,Home,LOUISIANA-STATE,LSU
2016-03-17-iowa-state,38.7,12,7.1,3,120.5,80.0,28,0.539,64,0.484,31,0.281,18,0.667,12,11,200,103.8,21.9,7,20,81,13,7.7,6,0.375,24,0.292,7,52.2,35,0.558,15.3,13,40,0.6,24,0.667,22,"March 17, 2016",53.1,17,12.5,5,103.8,78.1,25,0.578,64,0.5,32,0.391,25,0.8,20,11,200,120.5,20.0,7,17,94,4,11.5,9,0.344,22,0.455,10,47.8,32,0.619,10.7,9,42,0.524,22,0.667,22,Midwest - First Round,IONA,Iona,78.2,Home,IOWA-STATE,Iowa State
2017-03-17-oregon,35.7,10,17.5,7,131.0,53.6,15,0.516,64,0.438,28,0.25,16,0.688,11,13,200,108.5,30.6,11,17,77,14,5.6,4,0.406,26,0.385,10,40.6,26,0.538,12.3,10,38,0.474,18,0.629,22,"March 17, 2017",31.4,11,5.3,2,108.5,69.4,25,0.627,63,0.556,35,0.333,21,0.667,14,5,200,131.0,46.4,13,14,93,3,11.3,8,0.365,23,0.391,9,59.4,38,0.637,13.2,11,40,0.65,26,0.857,30,"Golden 1 Center, Sacramento, California",IONA,Iona,70.8,Home,OREGON,Oregon
2018-03-15-14-duke,61.5,16,5.4,2,129.0,59.4,19,0.475,60,0.433,26,0.233,14,0.714,10,14,200,97.1,25.0,8,16,67,15,7.2,5,0.4,24,0.208,5,42.2,27,0.503,13.1,10,36,0.583,21,0.588,20,"March 15, 2018",66.7,24,5.6,2,97.1,75.0,24,0.634,67,0.537,36,0.119,8,0.5,4,7,200,129.0,40.6,13,12,89,2,7.2,5,0.448,30,0.433,13,57.8,37,0.629,14.5,12,37,0.622,23,0.794,27,"CONSOL Energy Center, Pittsburgh, Pennsylvania",IONA,Iona,69.2,Home,DUKE,Duke
2019-03-22-21-north-carolina,50.0,11,1.9,1,117.3,56.4,22,0.536,55,0.4,22,0.273,15,0.933,14,16,200,97.3,3.1,1,14,73,16,8.0,6,0.745,41,0.366,15,32.4,23,0.588,16.3,12,14,0.5,7,0.515,17,"March 22, 2019",45.7,16,0.0,0,97.3,96.9,31,0.513,75,0.467,35,0.2,15,0.733,11,6,200,117.3,43.6,17,16,88,1,4.0,3,0.293,22,0.318,7,67.6,48,0.536,11.9,11,53,0.528,28,0.824,28,"Nationwide Arena, Columbus, Ohio",IONA,Iona,74.6,Home,NORTH-CAROLINA,UNC
